sent
1	Г-н	0 господин NOUN masc anim sing nomn
2	Макаров	0 Макаров NOUN masc anim sing nomn
3	заявил	0 заявить VERB perf tran masc sing actv past indc
4	это	0 это ADJF Apro Subx neut sing accs
5	в	0 в PREP
6	декабре	0 декабрь NOUN masc inan sing loct
7	2001-го	0 2001-й ADJF Anum masc sing gent
8	.	0 . PNCT
/sent
sent
8	В	0 в PREP
9	ней	0 она ADJF Apro Subx femn sing 3per loct
10	можно	0 можно PRED
11	купить	0 купить INFN perf tran actv
12	незаменимые	0 незаменимый ADJF plur accs inan
13	для	0 для PREP
14	летнего	0 летний ADJF masc sing gent
15	отдыха	0 отдых NOUN masc inan sing gent
16	в	0 в PREP
17	пригородной	0 пригородный ADJF femn sing loct
18	зоне	0 зона NOUN femn inan sing loct
19	устройства	0 устройство NOUN neut inan plur accs
20	:	0 : PNCT
20	мотоблоки	0 мотоблок NOUN masc inan plur accs
21	,	0 , PNCT
21	газонокосилки	0 газонокосилка NOUN femn inan plur accs
22	,	0 , PNCT
22	а	0 а CONJ
23	также	0 также PRCL
24	лодочные	0 лодочный ADJF plur accs inan
25	моторы	0 мотор NOUN masc inan plur accs
26	и	0 и CONJ
27	бензиновые	0 бензиновый ADJF plur accs inan
28	электрогенераторы	0 электрогенератор NOUN masc inan plur accs
29	.	0 . PNCT
/sent
sent
29	Милиционеры	0 милиционер NOUN masc anim plur nomn
30	поспешили	0 поспешить VERB perf intr actv plur past indc
31	ретироваться	0 ретироваться INFN perf intr
32	.	0 . PNCT
/sent
sent
32	Или	0 или CONJ
33	вы	0 вы ADJF Apro Subx plur 2per nomn
34	нашли	0 найти VERB perf tran plur actv past indc
35	оригинальный	0 оригинальный ADJF masc sing accs inan
36	метод	0 метод NOUN masc inan sing accs
37	рассчитывать	0 рассчитывать INFN impf tran actv
38	,	0 , PNCT
38	например	0 например CONJ Prnt
39	,	0 , PNCT
39	коэффициент	0 коэффициент NOUN masc inan sing accs
40	аэродинамического	0 аэродинамический ADJF neut sing gent
41	сопротивления	0 сопротивление NOUN neut inan sing gent
42	?	0 ? PNCT
/sent
sent
42	Поэтому	0 поэтому ADVB Ques
43	только	0 только PRCL
44	факты	0 факт NOUN masc inan plur nomn
45	:	0 : PNCT
45	уже	0 уже ADVB
46	пять	0 пять NUMR nomn
47	лет	0 год NOUN masc inan plur gent
48	руководит	0 руководить VERB impf intr actv sing pres 3per indc
49	архитектурно-дизайнерским	0 архитектурно-дизайнерский ADJF neut sing ablt
50	бюро	0 бюро NOUN neut inan Fixd sing ablt
51	(	0 ( PNCT
51	вместе	0 вместе ADVB
52	с	0 с PREP
53	Матиасом	0 Матиас NOUN masc anim sing ablt
54	Хинсельманном	0 Хинсельманн NOUN masc anim sing ablt
55	и	0 и CONJ
56	Иваном	0 Иван NOUN masc anim sing ablt
57	Чувелевым	0 Чувелев NOUN masc anim sing ablt
58	)	0 ) PNCT
59	.	0 . PNCT
/sent
sent
60	В	0 в PREP
61	1992	0 1992 NUMR
62	году	0 год NOUN masc inan sing loc2
63	было	0 быть VERB impf intr actv neut sing past indc
64	установлено	0 установить PRTS perf neut sing pssv past
65	,	0 , PNCT
65	что	0 что CONJ
66	фермент	0 фермент NOUN masc inan sing accs
67	,	0 , PNCT
67	участвующий	0 участвовать PRTF impf intr actv masc sing accs pres
68	в	0 в PREP
69	образовании	0 образование NOUN neut inan sing loct
70	NO	0 NO UNKN
71	,	0 , PNCT
71	активно	0 активно ADVB
72	вырабатывают	0 вырабатывать VERB impf tran plur actv pres 3per indc
73	нейроны	0 нейрон NOUN masc inan plur nomn
74	полового	0 половой ADJF masc sing gent
75	члена	0 член NOUN masc inan sing gent
76	.	0 . PNCT
/sent
sent
76	И	0 и CONJ
77	ещё	0 еще ADVB
78	,	0 , PNCT
78	каждые	0 каждый ADJF Apro plur accs inan
79	девять	0 девять NUMR accs
80	секунд	0 секунда NOUN femn inan plur gent
81	в	0 в PREP
82	мире	0 мир NOUN masc inan sing loct
83	кто-нибудь	0 кто-нибудь ADJF Apro Subx masc sing nomn
84	покупает	0 покупать VERB impf tran sing actv pres 3per indc
85	платок-каре	0 платок-каре NOUN neut inan sing accs
86	от	0 от PREP
87	Hermes	0 Hermes UNKN
88	.	0 . PNCT
/sent
sent
88	И	0 и CONJ
89	при	0 при PREP
90	одном	0 один ADJF Apro neut sing loct
91	условии	0 условие NOUN neut inan sing loct
92	:	0 : PNCT
92	всё	0 весь ADJF Apro neut sing nomn
93	они	0 они ADJF Apro Subx plur 3per nomn
94	должны	0 должен ADJS plur
95	быть	0 быть INFN impf intr actv
96	чисто	0 чисто ADVB
97	вымыты	0 вымыть PRTS perf plur pssv past
98	.	0 . PNCT
/sent
sent
98	Вы	0 вы ADJF Apro Subx plur 2per nomn
99	потом	0 потом ADVB Ques
100	скажете	0 сказать VERB perf tran plur actv futr 2per indc
101	:	0 : PNCT
101	ну	0 ну PRCL
102	что	0 что PRCL
103	же	0 же PRCL
104	,	0 , PNCT
104	ошиблись	0 ошибиться VERB perf intr plur past indc
105	,	0 , PNCT
105	с	0 с PREP
106	кем	0 кто ADJF Apro Subx masc sing ablt
107	не	0 не PRCL
108	бывает	0 бывать VERB impf intr actv sing pres 3per indc
109	.	0 . PNCT
/sent
sent
109	Играет	0 играть VERB impf tran sing actv pres 3per indc
110	Наф-Нафа	0 Наф-Наф NOUN masc anim sing accs
111	или	0 или CONJ
112	Нуф-Нуфа	0 Нуф-Нуф NOUN masc anim sing accs
113	,	0 , PNCT
113	не	0 не PRCL
114	помню	0 помнить VERB impf tran sing actv pres 1per indc
115	,	0 , PNCT
115	и	0 и CONJ
116	Бедную	0 бедный ADJF femn sing accs
117	Лизу	0 Лиза NOUN femn anim sing accs
118	.	0 . PNCT
/sent
sent
118	Прежде	0 прежде PREP
119	всего	0 всё ADJF Apro Subx neut sing gent
120	необходимо	0 необходимо PRED
121	уяснить	0 уяснить INFN perf tran actv
122	,	0 , PNCT
122	что	0 что CONJ
123	успешное	0 успешный ADJF neut sing nomn
124	выполнение	0 выполнение NOUN neut inan sing nomn
125	поставленных	0 поставить PRTF perf tran plur gent pssv past
126	перед	0 перед PREP
127	прибором	0 прибор NOUN masc inan sing ablt
128	задач	0 задача NOUN femn inan plur gent
129	в	0 в PREP
130	значительной	0 значительный ADJF femn sing loct
131	мере	0 мера NOUN femn inan sing loct
132	зависит	0 зависеть VERB impf intr actv sing pres 3per indc
133	от	0 от PREP
134	правильности	0 правильность NOUN femn inan sing gent
135	его	0 его ADJF Apro
136	установки	0 установка NOUN femn inan sing gent
137	.	0 . PNCT
/sent
sent
137	Здесь	0 здесь ADVB Ques
138	логично	0 логично PRED
139	было	0 быть VERB impf intr actv neut sing past indc
140	бы	0 бы PRCL
141	предположить	0 предположить INFN perf tran actv
142	,	0 , PNCT
142	что	0 что CONJ
143	спесивая	0 спесивый ADJF femn sing nomn
144	бригада	0 бригада NOUN femn inan sing nomn
145	"	0 " PNCT
145	Стрелы	0 стрела NOUN femn inan sing gent
146	"	0 " PNCT
147	-	0 - PNCT
148	-	0 - PNCT
149	московская	0 московский ADJF femn sing nomn
150	,	0 , PNCT
150	а	0 а CONJ
151	язвительная	0 язвительный ADJF femn sing nomn
152	"	0 " PNCT
152	Экспресса	0 экспресс NOUN masc inan sing gent
153	"	0 " PNCT
154	-	0 - PNCT
155	-	0 - PNCT
156	питерская	0 питерский ADJF femn sing nomn
157	.	0 . PNCT
/sent
sent
157	Не	0 не PRCL
158	болит	0 болеть VERB impf intr actv sing pres 3per indc
159	.	0 . PNCT
/sent
sent
159	Тогда	0 тогда ADVB Ques
160	спермициды	0 спермицид NOUN masc inan plur nomn
161	не	0 не PRCL
162	годятся	0 годиться VERB impf intr plur pres 3per indc
163	,	0 , PNCT
163	и	0 и CONJ
164	возможно	0 возможно CONJ Prnt
